"month","name","bank","acquired","tenure","title_status","male","rating","branch_id"
8,"L1046","L",1,28.9637234770705,2,1,NA,"35"
8,"L1285","L",1,1.05407255304586,1,0,NA,"32"
8,"L1309","L",1,11.6331279945243,1,0,NA,"36"
8,"L1316","L",1,0.498288843258042,0,0,NA,"43"
8,"L1334","L",1,15.9041752224504,1,0,NA,"46"
8,"L1418","L",1,18.3025325119781,2,1,NA,"3"
8,"L1627","L",1,0.574948665297741,0,0,NA,"31"
8,"L1640","L",1,6.15195071868583,1,0,NA,"39"
8,"L1652","L",1,8.83504449007529,1,0,NA,"39"
8,"L1670","L",1,10.6748802190281,0,0,NA,"23"
8,"L1746","L",1,21.8480492813142,1,0,NA,"16"
8,"L1837","L",1,2.74058863791923,0,0,NA,"3"
8,"L1892","L",1,3.96714579055441,1,0,NA,"36"
8,"L1917","L",1,2.39561943874059,0,0,NA,"16"
8,"L1989","L",1,9.06502395619439,1,0,NA,"41"
8,"L2125","L",1,43.2525667351129,0,0,NA,"23"
8,"L2139","L",1,0.657084188911704,1,0,NA,"29"
8,"L2187","L",1,2.74058863791923,1,1,NA,"32"
8,"L2203","L",1,5.74948665297741,1,1,NA,"23"
8,"L2204","L",1,12.6872005475702,0,0,NA,"23"
8,"L2213","L",1,6.6694045174538,1,0,NA,"12"
8,"L2241","L",1,43.1594798083504,0,0,NA,"23"
8,"L2277","L",1,5.88364134154689,2,1,NA,"47"
8,"L2293","L",1,16.8459958932238,2,0,NA,"3"
8,"L2355","L",1,37.138945927447,0,0,NA,"35"
8,"L2402","L",1,6.01505817932923,1,0,NA,"24"
8,"L2446","L",1,19.3757700205339,2,1,NA,"23"
8,"L2451","L",1,42.4120465434634,2,1,NA,"23"
8,"L2547","L",1,7.75633127994524,1,1,NA,"33"
8,"L2591","L",1,1.01574264202601,0,0,NA,"41"
8,"L2604","L",1,3.57837097878166,0,0,NA,"23"
8,"L2605","L",1,5.99863107460643,1,0,NA,"33"
8,"L2679","L",1,6.91854893908282,2,0,NA,"19"
8,"L2761","L",1,27.7234770704997,0,0,NA,"23"
8,"L2775","L",1,2.16563997262149,0,0,NA,"3"
8,"L2787","L",1,9.1937029431896,0,0,NA,"46"
8,"L2806","L",1,17.9575633127995,0,0,NA,"32"
8,"L2901","L",1,1.83983572895277,0,1,NA,"24"
8,"L2916","L",1,0.657084188911704,0,0,NA,"35"
8,"L3004","L",1,11.3648186173854,0,0,NA,"32"
8,"L3117","L",1,13.9712525667351,0,0,3.01,"46"
8,"L3125","L",1,14.0068446269678,2,0,NA,"3"
8,"L3235","L",1,0.498288843258042,0,0,NA,"47"
8,"L3244","L",1,3.29637234770705,1,0,NA,"32"
8,"L3359","L",1,7.03353867214237,2,1,NA,"34"
8,"L3444","L",1,37.9657768651608,0,0,NA,"23"
8,"L3449","L",1,5.23203285420945,2,1,NA,"32"
8,"L3557","L",1,1.58521560574949,1,0,NA,"47"
8,"L3666","L",1,1.58521560574949,0,0,NA,"19"
8,"L3706","L",1,0.594113620807666,0,0,NA,"23"
8,"L3749","L",1,1.74401095140315,0,0,NA,"39"
8,"L3948","L",1,3.3347022587269,1,0,NA,"6"
8,"L3969","L",1,13.968514715948,0,0,NA,"31"
8,"L4016","L",1,29.0349075975359,0,0,NA,"46"
8,"L4047","L",1,28.2108145106092,0,0,NA,"27"
8,"L4086","L",1,2.16563997262149,0,0,NA,"23"
8,"L4096","L",1,1.28405201916496,1,0,NA,"3"
8,"L4099","L",1,3.06639288158795,0,0,NA,"41"
8,"L4100","L",1,5.57700205338809,0,0,NA,"46"
8,"L4152","L",1,39.5099247091034,1,0,NA,"35"
8,"L4177","L",1,15.3319644079398,0,0,NA,"23"
8,"L4303","L",1,36.145106091718,1,0,NA,"41"
8,"L4348","L",1,12.5338809034908,0,0,NA,"3"
8,"L4350","L",1,0.657084188911704,2,1,NA,"35"
8,"L4437","L",1,8.77754962354552,1,1,NA,"3"
8,"L4546","L",1,4.48459958932238,0,0,NA,"39"
8,"L4635","L",1,25.4647501711157,0,0,NA,"23"
8,"L4685","L",1,20.4873374401095,0,0,NA,"33"
8,"L4688","L",1,37.927446954141,0,0,NA,"3"
8,"L4843","L",1,36.3750855578371,0,0,NA,"23"
8,"L4846","L",1,10.694045174538,0,0,NA,"19"
8,"L4958","L",1,11.8439425051335,1,0,NA,"27"
8,"L4981","L",1,16.3093771389459,0,0,NA,"32"
8,"L5015","L",1,6.48870636550308,1,1,NA,"16"
8,"L5069","L",1,9.88911704312115,0,0,NA,"46"
8,"L5123","L",1,0.895277207392197,0,0,NA,"42"
8,"L5183","L",1,1.8590006844627,2,0,NA,"32"
8,"L5193","L",1,14.6776180698152,0,1,NA,"3"
8,"L5392","L",1,13.2621492128679,1,0,NA,"40"
8,"L5403","L",1,0.657084188911704,1,0,NA,"35"
8,"L5405","L",1,1.56878850102669,0,0,NA,"41"
8,"L5406","L",1,10.4832306639288,2,1,NA,"20"
8,"L5419","L",1,0.657084188911704,1,0,NA,"45"
8,"L5430","L",1,0.613278576317591,0,0,NA,"34"
8,"L5432","L",1,8.49007529089665,0,0,NA,"27"
8,"L5528","L",1,7.72073921971253,0,0,NA,"3"
8,"L5550","L",1,21.0759753593429,2,1,NA,"3"
8,"L5645","L",1,0.657084188911704,1,0,NA,"35"
8,"L5653","L",1,2.66392881587953,0,0,NA,"36"
8,"L5661","L",1,45.1690622861054,2,1,NA,"23"
8,"L5742","L",1,18.1848049281314,0,0,NA,"23"
8,"L5811","L",1,5.67282683093771,0,0,NA,"47"
8,"L5901","L",1,11.2306639288159,0,0,NA,"37"
8,"L5929","L",1,1.43737166324435,0,0,NA,"31"
8,"L5935","L",1,24.7227926078029,0,1,NA,"23"
8,"L5969","L",1,13.990417522245,2,0,NA,"3"
8,"L6003","L",1,5.90006844626968,0,1,3.4,"19"
8,"L6074","L",1,6.8227241615332,1,0,NA,"3"
8,"L6143","L",1,21.4236824093087,0,0,NA,"46"
8,"L6145","L",1,19.9698836413415,2,1,NA,"32"
8,"L6171","L",1,0.555783709787817,0,1,NA,"3"
8,"L6282","L",1,2.16563997262149,0,0,NA,"23"
8,"L6388","L",1,12.7830253251198,2,1,NA,"3"
8,"L6412","L",1,36.1642710472279,0,0,NA,"46"
8,"L6445","L",1,3.25256673511294,0,0,NA,"37"
8,"L6481","L",1,15.9041752224504,0,0,NA,"25"
8,"L6495","L",1,35.8165639972622,1,1,NA,"3"
8,"L6537","L",1,1.9356605065024,1,0,NA,"3"
8,"L6651","L",1,6.99520876112252,2,0,NA,"26"
8,"L6678","L",1,1.89733059548255,1,0,NA,"42"
8,"L6693","L",1,30.8939082819986,0,0,3.11,"35"
8,"L6845","L",1,13.5030800821355,0,0,NA,"41"
8,"L6937","L",1,2.06981519507187,1,0,NA,"18"
8,"L7005","L",1,24.8843258042437,0,0,NA,"3"
8,"L7017","L",1,15.1978097193703,0,0,NA,"3"
8,"L7069","L",1,0.574948665297741,0,0,NA,"48"
8,"L7244","L",1,0.574948665297741,0,0,NA,"25"
8,"L7267","L",1,17.6317590691307,1,0,NA,"27"
8,"L7280","L",1,28.1916495550992,1,0,NA,"35"
8,"L7294","L",1,25.3935660506502,1,0,NA,"23"
8,"L7302","L",1,0.881587953456537,0,0,NA,"32"
8,"L7320","L",1,1.74401095140315,1,0,NA,"23"
8,"L7420","L",1,18.3600273785079,0,0,NA,"23"
8,"L7426","L",1,21.0431211498973,2,0,NA,"23"
8,"L7520","L",1,5.00205338809035,0,0,NA,"41"
8,"L7535","L",1,1.56878850102669,1,0,NA,"25"
8,"L7572","L",1,0.780287474332649,0,0,NA,"42"
8,"L7595","L",1,0.657084188911704,0,1,NA,"3"
8,"L7658","L",1,38.1574264202601,0,0,3.6,"23"
8,"L7790","L",1,19.5099247091034,0,0,NA,"23"
8,"L7972","L",1,16.3668720054757,1,0,NA,"32"
8,"L7974","L",1,3.16221765913758,0,0,NA,"3"
8,"L8007","L",1,0.498288843258042,0,0,NA,"19"
8,"L8135","L",1,1.49486652977413,0,0,NA,"18"
8,"L8153","L",1,17.3826146475017,0,0,NA,"23"
8,"L8196","L",1,1.89733059548255,0,0,NA,"26"
8,"L8263","L",1,0.657084188911704,0,0,NA,"29"
8,"L8379","L",1,15.4277891854894,0,0,NA,"31"
8,"L8493","L",1,2.31895961670089,0,0,NA,"31"
8,"L8593","L",1,14.9623545516769,1,0,NA,"29"
8,"L8663","L",1,2.47227926078029,1,1,NA,"38"
8,"L8794","L",1,1.41820670773443,1,1,NA,"25"
8,"L8859","L",1,13.7221081451061,2,0,NA,"3"
8,"L8873","L",1,16.3477070499658,0,0,NA,"23"
8,"L8960","L",1,4.19712525667351,1,0,NA,"28"
8,"L8964","L",1,5.57700205338809,0,0,NA,"29"
8,"L8977","L",1,0.780287474332649,0,0,NA,"42"
8,"L9025","L",1,1.30321697467488,0,0,NA,"46"
8,"L9040","L",1,2.31895961670089,0,0,NA,"28"
8,"L9048","L",1,27.0390143737166,0,0,NA,"23"
8,"L9081","L",1,0.536618754277892,0,0,NA,"37"
8,"L9086","L",1,25.6427104722793,0,0,NA,"46"
8,"L9135","L",1,9.16084873374401,0,0,NA,"33"
8,"L9143","L",1,0.657084188911704,1,0,NA,"48"
8,"L9146","L",1,3.96714579055441,0,0,NA,"32"
8,"L9163","L",1,0.657084188911704,2,1,NA,"35"
8,"L9196","L",1,5.42368240930869,0,1,NA,"23"
8,"L9214","L",1,31.709787816564,2,1,NA,"23"
8,"L9221","L",1,0.824093086926763,0,0,NA,"28"
8,"L9407","L",1,0.657084188911704,0,0,NA,"29"
8,"L9426","L",1,5.82340862422998,0,0,NA,"46"
8,"L9481","L",1,8.42162902121834,0,0,NA,"31"
8,"L9593","L",1,0.657084188911704,1,0,NA,"45"
8,"L9665","L",1,1.25667351129363,1,1,NA,"25"
8,"L9666","L",1,26.5434633812457,0,0,NA,"23"
8,"L9719","L",1,17.9767282683094,0,0,NA,"23"
8,"L9763","L",1,22.9787816563997,1,0,NA,"31"
8,"L9824","L",1,2.01232032854209,0,1,NA,"32"
8,"L9895","L",1,1.16906228610541,0,0,NA,"41"
8,"L9981","L",1,9.33333333333333,1,0,NA,"41"
9,"B0004","B",0,3.35112936344969,1,0,NA,"1"
9,"B0041","B",0,0.418891170431211,0,0,NA,"47"
9,"B0071","B",0,3.35112936344969,0,0,NA,"2"
9,"B0078","B",0,7.52087611225188,0,0,NA,"19"
9,"B0082","B",0,3.35112936344969,0,0,NA,"4"
9,"B0115","B",0,3.35112936344969,0,0,NA,"1"
9,"B0153","B",0,5.02669404517454,0,1,NA,"3"
9,"B0163","New Hire",0,-0.0328542094455852,0,1,NA,"46"
9,"B0177","New Hire",0,0.158795345653662,0,1,NA,"46"
9,"B0182","B",0,5.70020533880903,0,0,NA,"3"
9,"B0193","B",0,3.20602327173169,0,1,NA,"19"
9,"B0207","B",0,0.372347707049966,0,1,NA,"3"
9,"B0216","B",0,-0.394250513347023,0,0,NA,"46"
9,"B0226","B",0,1.46475017111567,1,0,NA,"5"
9,"B0331","New Hire",0,-0.0136892539356605,0,0,NA,"48"
9,"B0365","B",0,2.80355920602327,0,0,NA,"46"
9,"B0412","New Hire",0,0.334017796030116,2,1,NA,"38"
9,"B0446","B",0,5.82614647501711,1,0,NA,"7"
9,"B0518","B",0,3.35112936344969,0,0,NA,"8"
9,"B0571","New Hire",0,0.15605749486653,0,1,NA,"3"
9,"B0578","B",0,1.61533196440794,1,0,NA,"16"
9,"B0585","B",0,0.889801505817933,0,0,NA,"34"
9,"B0587","B",0,2.65023956194387,1,1,NA,"10"
9,"B0693","B",0,1.63175906913073,2,1,NA,"3"
9,"B0761","B",0,0.342231348391513,0,0,NA,"46"
9,"B0809","New Hire",0,0.0082135523613963,0,1,NA,"15"
9,"B0838","New Hire",0,0.0410677618069815,0,0,NA,"10"
9,"B0847","B",0,4.47364818617385,0,0,NA,"11"
9,"B0875","B",0,8.70910335386721,1,0,NA,"3"
9,"B0881","B",0,2.49965776865161,1,1,NA,"3"
9,"B0886","B",0,3.21697467488022,0,0,NA,"8"
9,"B0899","B",0,0.583162217659138,1,0,NA,"3"
9,"B0929","B",0,10.4065708418891,1,0,NA,"13"
9,"B1027","New Hire",0,0.120465434633812,0,0,NA,"19"
9,"B1028","B",0,2.20944558521561,0,1,NA,"5"
9,"B1035","B",0,3.28542094455852,0,0,NA,"19"
9,"B1115","B",0,3.35112936344969,0,0,NA,"10"
9,"B1144","B",0,1.21013004791239,1,1,NA,"3"
9,"B1199","B",0,0.558521560574949,0,0,NA,"17"
9,"B1221","B",0,3.35112936344969,2,0,NA,"1"
9,"B1231","B",0,3.35112936344969,0,0,NA,"1"
9,"B1258","B",0,1.36892539356605,0,0,NA,"12"
9,"B1306","B",0,4.0684462696783,1,0,NA,"6"
9,"B1338","B",0,3.35112936344969,0,0,NA,"3"
9,"B1352","New Hire",0,3.66324435318275,0,0,NA,"3"
9,"B1354","New Hire",0,0.120465434633812,0,0,NA,"25"
9,"B1369","New Hire",0,-0.054757015742642,0,0,NA,"19"
9,"B1371","B",0,0.906228610540726,1,1,NA,"14"
9,"B1389","B",0,13.1334702258727,2,0,NA,"12"
9,"B1399","B",0,8.42162902121834,0,0,NA,"3"
9,"B1404","B",0,3.35112936344969,1,0,NA,"15"
9,"B1455","B",0,3.35112936344969,0,0,NA,"10"
9,"B1514","B",0,13.9958932238193,1,0,NA,"19"
9,"B1575","B",0,3.35112936344969,1,0,NA,"10"
9,"B1588","B",0,10.0479123887748,1,0,3.52,"12"
9,"B1653","B",0,3.35112936344969,1,0,NA,"17"
9,"B1654","B",0,2.05886379192334,1,0,NA,"16"
9,"B1658","New Hire",0,0.334017796030116,0,1,NA,"47"
9,"B1717","B",0,3.35112936344969,2,0,NA,"10"
9,"B1751","B",0,3.35112936344969,0,0,NA,"8"
9,"B1776","B",0,0.848733744010951,0,1,NA,"5"
9,"B1785","B",0,13.3169062286105,0,0,4.21,"3"
9,"B1806","B",0,0.574948665297741,2,1,NA,"3"
9,"B1817","B",0,2.11635865845311,0,1,3.52,"46"
9,"B1871","New Hire",0,0.180698151950719,0,0,NA,"43"
9,"B1874","B",0,12.8405201916496,0,0,NA,"46"
9,"B1875","B",0,3.35112936344969,0,0,NA,"3"
9,"B1878","B",0,3.35112936344969,1,0,NA,"10"
9,"B1882","New Hire",0,0.0848733744010951,0,1,NA,"3"
9,"B1889","New Hire",0,0.0657084188911704,0,1,NA,"28"
9,"B1902","New Hire",0,0.0657084188911704,1,1,NA,"26"
9,"B2006","B",0,3.20054757015743,0,0,NA,"17"
9,"B2009","B",0,6.09445585215606,0,1,NA,"38"
9,"B2102","B",0,6.36824093086927,1,0,NA,"46"
9,"B2193","B",0,3.35112936344969,1,0,NA,"15"
9,"B2209","B",0,2.53798767967146,1,0,NA,"1"
9,"B2235","B",0,5.66187542778919,1,1,NA,"10"
9,"B2244","New Hire",0,-0.0711841204654346,0,0,NA,"46"
9,"B2280","B",0,0.919917864476386,0,0,NA,"16"
9,"B2299","B",0,2.23134839151266,0,0,NA,"34"
9,"B2320","B",0,16.0246406570842,2,1,NA,"3"
9,"B2332","B",0,2.38466803559206,1,0,NA,"3"
9,"B2353","B",0,3.35112936344969,1,0,NA,"8"
9,"B2373","B",0,5.85352498288843,0,0,NA,"3"
9,"B2379","B",0,6.10266940451745,1,0,NA,"46"
9,"B2385","B",0,11.8713210130048,0,0,NA,"46"
9,"B2474","B",0,13.1937029431896,2,1,NA,"3"
9,"B2483","New Hire",0,0.0191649555099247,1,0,NA,"38"
9,"B2499","B",0,3.4715947980835,0,1,NA,"3"
9,"B2532","B",0,0.774811772758385,1,0,NA,"22"
9,"B2570","B",0,10.1437371663244,1,0,NA,"11"
9,"B2583","New Hire",0,0.0848733744010951,0,0,NA,"38"
9,"B2656","New Hire",0,0.0082135523613963,1,0,NA,"20"
9,"B2661","B",0,4.06570841889117,0,0,NA,"46"
9,"B2667","B",0,9.08966461327858,0,0,NA,"3"
9,"B2670","B",0,0.418891170431211,0,1,NA,"47"
9,"B2689","New Hire",0,0.0657084188911704,0,1,NA,"36"
9,"B2708","B",0,5.71937029431896,0,0,NA,"3"
9,"B2742","B",0,5.19644079397673,0,0,NA,"13"
9,"B2754","B",0,3.35112936344969,2,1,NA,"1"
9,"B2765","B",0,0.583162217659138,1,0,NA,"3"
9,"B2771","B",0,3.35112936344969,0,0,NA,"10"
9,"B2786","B",0,9.19644079397673,2,1,NA,"3"
9,"B2805","B",0,8.82409308692676,2,0,NA,"3"
9,"B2819","B",0,3.35112936344969,1,0,NA,"14"
9,"B2822","New Hire",0,0.219028062970568,0,0,NA,"46"
9,"B2834","B",0,8.13141683778234,2,1,NA,"23"
9,"B2859","B",0,5.21834360027379,0,1,NA,"46"
9,"B2966","B",0,15.3483915126626,0,0,NA,"3"
9,"B2999","New Hire",0,0.331279945242984,0,0,NA,"3"
9,"B3005","B",0,6.10266940451745,0,0,NA,"38"
9,"B3061","B",0,0.418891170431211,0,0,NA,"47"
9,"B3063","B",0,12.9993155373032,2,1,NA,"3"
9,"B3132","New Hire",0,0.123203285420945,0,1,NA,"26"
9,"B3151","B",0,2.23134839151266,0,0,NA,"8"
9,"B3164","B",0,1.42368240930869,0,1,3.15,"19"
9,"B3256","B",0,3.35112936344969,1,0,NA,"2"
9,"B3309","B",0,0.418891170431211,0,0,3.72,"47"
9,"B3325","B",0,10.2203969883641,1,0,NA,"11"
9,"B3328","New Hire",0,0.0465434633812457,0,1,NA,"3"
9,"B3333","B",0,2.30527036276523,0,0,NA,"14"
9,"B3410","New Hire",0,-0.0684462696783025,1,0,NA,"38"
9,"B3447","B",0,12.0985626283368,2,0,NA,"3"
9,"B3481","B",0,2.49965776865161,0,0,NA,"46"
9,"B3521","New Hire",0,0.295687885010267,0,0,NA,"10"
9,"B3532","B",0,11.0965092402464,2,1,NA,"3"
9,"B3568","New Hire",0,0.254620123203285,1,0,NA,"43"
9,"B3590","B",0,3.35112936344969,0,0,NA,"8"
9,"B3591","B",0,0.342231348391513,0,0,NA,"3"
9,"B3644","New Hire",0,-0.0520191649555099,0,0,NA,"19"
9,"B3646","B",0,3.35112936344969,2,1,NA,"17"
9,"B3662","B",0,0.369609856262834,0,1,NA,"16"
9,"B3672","New Hire",0,0.199863107460643,0,0,NA,"10"
9,"B3753","B",0,2.33812457221081,2,1,NA,"3"
9,"B3763","B",0,3.35112936344969,0,0,NA,"1"
9,"B3830","B",0,2.072553045859,0,0,NA,"3"
9,"B3887","New Hire",0,0.254620123203285,0,0,NA,"42"
9,"B3953","B",0,11.0088980150582,2,1,NA,"3"
9,"B3961","B",0,3.35112936344969,0,0,NA,"10"
9,"B3997","New Hire",0,-0.0136892539356605,1,1,NA,"3"
9,"B4025","B",0,3.35112936344969,0,0,NA,"10"
9,"B4027","B",0,5.12525667351129,2,1,NA,"38"
9,"B4057","B",0,5.04859685147159,0,0,3.06,"19"
9,"B4089","B",0,1.13073237508556,2,0,NA,"3"
9,"B4097","B",0,2.35728952772074,0,0,NA,"10"
9,"B4104","B",0,2.42026009582478,1,0,NA,"19"
9,"B4106","B",0,3.35112936344969,0,0,NA,"10"
9,"B4144","B",0,13.5578370978782,2,1,NA,"3"
9,"B4179","B",0,2.40383299110198,0,0,NA,"21"
9,"B4213","B",0,12.6187542778919,2,0,NA,"1"
9,"B4228","B",0,2.90212183436003,2,1,NA,"10"
9,"B4265","B",0,3.35112936344969,0,0,NA,"17"
9,"B4270","B",0,14.9185489390828,1,0,NA,"7"
9,"B4406","B",0,0.947296372347707,0,1,NA,"46"
9,"B4427","B",0,2.28884325804244,0,1,NA,"3"
9,"B4439","B",0,9.42915811088296,2,1,NA,"3"
9,"B4440","B",0,12.7720739219713,2,1,NA,"20"
9,"B4445","B",0,12.041067761807,0,0,NA,"46"
9,"B4462","B",0,6.10266940451745,0,0,NA,"18"
9,"B4469","B",0,3.35112936344969,1,0,NA,"5"
9,"B4496","New Hire",0,0.238193018480493,0,0,NA,"40"
9,"B4505","B",0,8.89801505817933,0,0,NA,"3"
9,"B4509","B",0,5.62354551676934,0,0,NA,"46"
9,"B4540","B",0,12.0793976728268,1,0,NA,"12"
9,"B4547","New Hire",0,0.142368240930869,0,0,NA,"21"
9,"B4560","New Hire",0,0.331279945242984,0,1,NA,"3"
9,"B4631","B",0,2.95140314852841,1,0,NA,"46"
9,"B4674","B",0,3.35112936344969,0,0,NA,"10"
9,"B4723","B",0,10.2395619438741,0,1,NA,"3"
9,"B4852","B",0,2.05886379192334,0,1,NA,"3"
9,"B4866","B",0,1.3305954825462,0,0,NA,"19"
9,"B4921","B",0,3.35112936344969,2,1,NA,"4"
9,"B4980","B",0,1.99863107460643,0,0,NA,"21"
9,"B4993","New Hire",0,0.0082135523613963,0,0,NA,"18"
9,"B4998","B",0,16.3969883641342,2,1,NA,"3"
9,"B5036","B",0,6.15468856947296,2,0,NA,"19"
9,"B5040","B",0,0.418891170431211,0,1,NA,"47"
9,"B5089","B",0,1.1006160164271,0,0,NA,"4"
9,"B5141","B",0,4.54757015742642,0,0,NA,"12"
9,"B5145","B",0,3.35112936344969,1,0,NA,"14"
9,"B5167","New Hire",0,0.295687885010267,0,0,NA,"7"
9,"B5181","B",0,0.791238877481177,1,0,NA,"13"
9,"B5192","B",0,5.46201232032854,0,1,NA,"3"
9,"B5197","B",0,1.28952772073922,1,0,NA,"34"
9,"B5261","B",0,6.06160164271047,1,1,NA,"7"
9,"B5306","B",0,2.5927446954141,1,0,NA,"3"
9,"B5314","B",0,4.5119780971937,0,1,NA,"18"
9,"B5397","B",0,3.35112936344969,0,0,NA,"1"
9,"B5436","B",0,10.5681040383299,2,0,4,"3"
9,"B5445","B",0,4.41615331964408,1,0,NA,"12"
9,"B5447","B",0,3.81930184804928,0,0,NA,"19"
9,"B5461","B",0,1.61533196440794,0,0,NA,"34"
9,"B5470","B",0,1.34428473648186,0,0,NA,"3"
9,"B5506","B",0,0.410677618069815,0,1,NA,"3"
9,"B5523","B",0,3.35112936344969,0,0,NA,"10"
9,"B5565","New Hire",0,0.292950034223135,0,1,NA,"26"
9,"B5575","B",0,1.28952772073922,0,1,NA,"19"
9,"B5578","B",0,1.57426420260096,1,0,NA,"21"
9,"B5588","B",0,2.20944558521561,0,0,NA,"18"
9,"B5643","New Hire",0,0.139630390143737,0,0,NA,"14"
9,"B5649","New Hire",0,0.0082135523613963,0,0,NA,"31"
9,"B5651","B",0,3.07460643394935,1,1,NA,"19"
9,"B5658","New Hire",0,0.123203285420945,0,0,NA,"40"
9,"B5682","New Hire",0,0.0657084188911704,1,0,NA,"37"
9,"B5749","B",0,1.28405201916496,0,0,NA,"3"
9,"B5754","B",0,3.35112936344969,1,0,NA,"5"
9,"B5759","B",0,4.28199863107461,0,1,NA,"13"
9,"B5761","B",0,2.99520876112252,0,0,2.75,"12"
9,"B5775","B",0,15.1485284052019,0,0,NA,"7"
9,"B5790","New Hire",0,0.238193018480493,0,1,NA,"3"
9,"B5807","B",0,0.832306639288159,0,0,NA,"5"
9,"B5810","B",0,5.48665297741273,1,0,NA,"26"
9,"B5852","New Hire",0,0.334017796030116,0,0,NA,"15"
9,"B5861","B",0,2.9596167008898,0,0,NA,"6"
9,"B5865","B",0,3.47707049965777,0,0,NA,"46"
9,"B5910","B",0,4.24366872005476,0,1,3.72,"3"
9,"B5976","B",0,4.5968514715948,1,0,NA,"46"
9,"B5986","B",0,5.96303901437372,2,1,NA,"6"
9,"B6043","New Hire",0,-0.0492813141683778,0,0,NA,"3"
9,"B6063","B",0,3.35112936344969,2,1,NA,"17"
9,"B6064","B",0,1.1937029431896,1,1,NA,"16"
9,"B6095","B",0,12.7337440109514,0,0,NA,"19"
9,"B6164","New Hire",0,0.0082135523613963,0,0,NA,"6"
9,"B6176","B",0,6.21218343600274,1,1,NA,"18"
9,"B6185","New Hire",0,0.158795345653662,0,1,NA,"46"
9,"B6234","B",0,10.8720054757016,0,0,NA,"3"
9,"B6276","B",0,16.0109514031485,2,1,NA,"3"
9,"B6290","B",0,1.47843942505133,0,0,NA,"19"
9,"B6292","B",0,4.24366872005476,0,1,NA,"3"
9,"B6323","New Hire",0,0.158795345653662,0,1,NA,"46"
9,"B6340","B",0,3.35112936344969,0,0,NA,"14"
9,"B6348","B",0,2.42299794661191,1,0,NA,"6"
9,"B6351","B",0,4.66255989048597,2,0,NA,"46"
9,"B6431","B",0,3.35112936344969,1,0,NA,"10"
9,"B6490","New Hire",0,0.027378507871321,0,0,NA,"38"
9,"B6539","B",0,2.90212183436003,0,0,NA,"1"
9,"B6564","B",0,9.16632443531828,0,0,NA,"3"
9,"B6574","B",0,12.9253935660506,0,0,NA,"19"
9,"B6623","B",0,6.83915126625599,2,1,NA,"3"
9,"B6628","B",0,3.81930184804928,0,0,NA,"46"
9,"B6682","B",0,3.49349760438056,0,0,NA,"46"
9,"B6709","New Hire",0,0.0082135523613963,1,0,NA,"13"
9,"B6774","B",0,2.52703627652293,0,0,NA,"20"
9,"B6842","B",0,10.009582477755,0,1,NA,"3"
9,"B6895","B",0,12.7337440109514,0,0,NA,"7"
9,"B6908","B",0,10.9514031485284,2,1,NA,"18"
9,"B6917","B",0,2.28884325804244,2,1,NA,"38"
9,"B6932","B",0,16.0492813141684,0,0,NA,"3"
9,"B6953","B",0,0.503764544832307,0,1,NA,"3"
9,"B6963","B",0,14.5352498288843,0,0,NA,"3"
9,"B7018","New Hire",0,0.0465434633812457,0,1,NA,"24"
9,"B7050","B",0,3.35112936344969,0,0,NA,"4"
9,"B7065","B",0,3.08829568788501,1,0,NA,"20"
9,"B7096","B",0,16.3969883641342,2,1,NA,"3"
9,"B7144","B",0,11.7946611909651,2,1,NA,"19"
9,"B7157","B",0,3.35112936344969,0,0,NA,"4"
9,"B7179","B",0,0.42984257357974,0,1,NA,"3"
9,"B7194","B",0,3.35112936344969,2,1,NA,"1"
9,"B7196","B",0,3.35112936344969,2,0,NA,"10"
9,"B7199","B",0,0.418891170431211,0,0,NA,"47"
9,"B7201","B",0,15.3675564681725,2,1,NA,"7"
9,"B7202","B",0,3.35112936344969,0,0,NA,"10"
9,"B7232","B",0,0.418891170431211,0,0,NA,"47"
9,"B7329","B",0,12.7337440109514,1,0,NA,"13"
9,"B7363","New Hire",0,0.199863107460643,0,0,NA,"19"
9,"B7366","B",0,9.22655715263518,1,1,NA,"20"
9,"B7369","B",0,8.75564681724846,0,0,NA,"3"
9,"B7394","New Hire",0,0.180698151950719,0,0,NA,"3"
9,"B7514","B",0,6.10266940451745,0,0,3.13,"19"
9,"B7516","B",0,4.93086926762491,2,1,NA,"6"
9,"B7517","B",0,2.84462696783025,2,1,NA,"14"
9,"B7648","B",0,10.1437371663244,1,0,NA,"11"
9,"B7654","B",0,3.35112936344969,0,0,NA,"2"
9,"B7657","New Hire",0,0.123203285420945,1,0,NA,"19"
9,"B7683","B",0,6.23408624229979,1,0,NA,"3"
9,"B7718","B",0,8.9555099247091,0,1,NA,"3"
9,"B7725","B",0,2.90212183436003,0,0,NA,"3"
9,"B7746","New Hire",0,-0.0492813141683778,0,0,NA,"34"
9,"B7760","B",0,1.2703627652293,0,1,NA,"46"
9,"B7769","B",0,13.9192334017796,2,1,NA,"3"
9,"B7778","B",0,1.15811088295688,1,1,NA,"3"
9,"B7787","B",0,0.583162217659138,0,0,NA,"3"
9,"B7812","B",0,0.621492128678987,0,0,NA,"10"
9,"B7829","B",0,0.848733744010951,0,0,NA,"15"
9,"B7831","B",0,3.35112936344969,2,0,NA,"10"
9,"B7852","B",0,5.02669404517454,0,1,NA,"46"
9,"B7970","B",0,0.372347707049966,0,0,NA,"15"
9,"B7977","B",0,3.67693360711841,0,1,NA,"3"
